season,week,game,day,time,tm_off_bye,opp_off_bye,tm_btwn_gms,opp_btwn_gms,h_or_a,team,opp,tm_winning%,opp_winning%,tm_off_score_avg,tm_def_score_avg,tm_off_1stdwn_avg,tm_off_totyd_avg,tm_off_passy_avg,tm_cmp_avg,tm_pass_att_avg,tm_pass_td_avg,tm_pass_int_avg,tm_sacked_avg,tm_off_rushy_avg,tm_rush_att_avg,tm_rush_td_avg,tm_off_to_avg,tm_def_1std_avg,tm_def_totyd_avg,tm_def_passy_avg,tm_def_rushy_avg,tm_def_to_avg,tm_losing_streak,tm_winning_streak,tm_not_cover_streak,tm_cover_streak,tm_under_streak,tm_over_streak,opp_off_score_avg,opp_def_score_avg,opp_off_1stdwn_avg,opp_off_totyd_avg,opp_off_passy_avg,opp_cmp_avg,opp_pass_att_avg,opp_pass_td_avg,opp_pass_int_avg,opp_sacked_avg,opp_off_rushy_avg,opp_rush_att_avg,opp_rush_td_avg,opp_off_to_avg,opp_def_1std_avg,opp_def_totyd_avg,opp_def_passy_avg,opp_def_rushy_avg,opp_def_to_avg,opp_losing_streak,opp_winning_streak,opp_not_cover_streak,opp_cover_streak,opp_under_streak,opp_over_streak,result,team_score,opp_score,spread,spread_outcome,over/under,ou_result
2020,6,6,0,0,0,0,7,7,1,Washington Football Team,New York Giants,0.2,0.0,17.8,28.4,18.0,263.0,181.6,21.4,35.2,0.8,0.6,4.2,81.4,23.4,1.4,1.6,19.6,356.4,226.8,129.6,1.4,4.0,0.0,1.0,0.0,1.0,0.0,16.2,26.6,18.8,282.4,203.4,22.2,36.4,0.4,1.0,3.2,79.0,21.0,0.6,1.8,21.8,343.0,232.4,110.6,1.2,5.0,0.0,0.0,2.0,0.0,1.0,0,19.0,20.0,2.0,1,42.5,0
2020,6,6,1,2,0,0,8,8,0,Dallas Cowboys,Arizona Cardinals,0.4,0.6,32.6,36.0,29.4,488.0,381.4,32.2,47.2,2.0,0.8,2.2,106.6,25.2,1.8,2.2,24.2,404.4,248.6,155.8,0.6,0.0,1.0,5.0,0.0,0.0,4.0,25.6,20.4,25.6,395.4,254.4,25.2,36.2,1.6,1.2,1.6,141.0,29.6,1.6,1.4,22.0,346.6,222.4,124.2,0.6,0.0,1.0,0.0,1.0,5.0,0.0,0,10.0,38.0,-1.0,0,55.5,0
2020,6,6,0,0,0,0,7,7,0,Philadelphia Eagles,Baltimore Ravens,0.3,0.8,22.6,29.0,21.8,322.4,214.4,23.6,39.2,1.2,1.8,3.8,108.0,24.6,1.2,2.2,24.4,355.2,241.0,114.2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,29.8,15.2,19.4,339.6,178.8,17.6,27.6,1.8,0.6,2.4,160.8,28.8,1.0,1.0,20.6,335.0,243.0,92.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0,28.0,30.0,10.5,1,46.5,1
2020,6,6,0,1,0,1,10,13,0,Tampa Bay Buccaneers,Green Bay Packers,0.6,1.0,27.8,22.4,21.2,365.0,265.6,25.2,39.2,2.4,0.8,1.6,99.4,24.0,0.8,1.4,17.6,298.2,239.8,58.4,1.8,1.0,0.0,2.0,0.0,1.0,0.0,38.0,25.25,25.75,445.5,294.75,24.5,34.75,3.25,0.0,0.75,150.75,29.75,1.0,0.0,22.25,353.25,247.5,105.75,0.75,0.0,4.0,0.0,4.0,1.0,0.0,1,38.0,10.0,3.0,1,55.0,0
2020,6,6,0,0,0,0,7,7,1,Atlanta Falcons,Minnesota Vikings,0.0,0.2,24.4,32.2,23.4,391.4,276.8,25.8,41.0,1.4,0.6,2.2,114.6,25.8,1.2,0.8,25.0,446.0,335.8,110.2,1.0,5.0,0.0,3.0,0.0,2.0,0.0,26.4,30.4,22.8,376.0,215.4,17.8,27.8,1.6,1.4,2.6,160.6,30.8,1.6,1.8,23.2,404.0,271.4,132.6,0.8,1.0,0.0,0.0,3.0,1.0,0.0,1,40.0,23.0,3.5,1,53.5,1
2020,6,6,0,0,0,0,7,10,0,Carolina Panthers,Chicago Bears,0.6,0.8,24.4,23.6,22.8,399.6,281.8,26.0,35.4,1.2,0.6,1.6,117.8,27.4,1.2,1.0,22.2,356.4,223.0,133.4,1.6,0.0,3.0,0.0,3.0,3.0,0.0,21.0,20.0,20.4,323.2,227.8,24.6,39.8,2.2,1.2,2.2,95.4,23.0,0.2,1.2,21.0,344.0,230.8,113.2,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0,16.0,23.0,-2.0,0,45.0,0
2020,6,5,0,1,1,0,13,10,1,Green Bay Packers,Tampa Bay Buccaneers,1.0,0.6,38.0,25.25,25.75,445.5,294.75,24.5,34.75,3.25,0.0,0.75,150.75,29.75,1.0,0.0,22.25,353.25,247.5,105.75,0.75,0.0,4.0,0.0,4.0,1.0,0.0,27.8,22.4,21.2,365.0,265.6,25.2,39.2,2.4,0.8,1.6,99.4,24.0,0.8,1.4,17.6,298.2,239.8,58.4,1.8,1.0,0.0,2.0,0.0,1.0,0.0,0,10.0,38.0,-3.0,0,55.0,0
2020,6,6,0,0,0,0,7,7,0,Minnesota Vikings,Atlanta Falcons,0.2,0.0,26.4,30.4,22.8,376.0,215.4,17.8,27.8,1.6,1.4,2.6,160.6,30.8,1.6,1.8,23.2,404.0,271.4,132.6,0.8,1.0,0.0,0.0,3.0,1.0,0.0,24.4,32.2,23.4,391.4,276.8,25.8,41.0,1.4,0.6,2.2,114.6,25.8,1.2,0.8,25.0,446.0,335.8,110.2,1.0,5.0,0.0,3.0,0.0,2.0,0.0,0,23.0,40.0,-3.5,0,53.5,1
2020,6,6,0,0,0,0,10,7,1,Chicago Bears,Carolina Panthers,0.8,0.6,21.0,20.0,20.4,323.2,227.8,24.6,39.8,2.2,1.2,2.2,95.4,23.0,0.2,1.2,21.0,344.0,230.8,113.2,1.0,0.0,1.0,0.0,1.0,2.0,0.0,24.4,23.6,22.8,399.6,281.8,26.0,35.4,1.2,0.6,1.6,117.8,27.4,1.2,1.0,22.2,356.4,223.0,133.4,1.6,0.0,3.0,0.0,3.0,3.0,0.0,1,23.0,16.0,2.0,1,45.0,0
2020,6,5,0,0,1,0,14,7,1,Detroit Lions,Jacksonville Jaguars,0.25,0.2,24.75,31.75,21.0,334.0,232.25,20.75,34.25,2.0,0.75,3.0,101.75,24.75,0.75,0.75,27.25,405.0,234.75,170.25,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21.8,29.4,23.2,366.4,268.0,27.4,39.2,2.0,0.8,3.4,98.4,21.4,0.6,1.4,25.0,416.8,280.2,136.6,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1,34.0,16.0,-3.0,1,52.5,0
2020,6,6,0,2,0,0,7,7,1,Los Angeles Rams,San Francisco 49ers,0.8,0.4,27.2,18.0,23.2,403.6,264.0,21.8,30.4,1.6,0.6,1.4,139.6,33.8,1.8,1.2,20.2,304.2,197.8,106.4,1.2,0.0,2.0,0.0,1.0,2.0,0.0,24.8,22.8,21.6,364.2,235.2,22.8,35.2,1.4,1.0,3.6,129.0,25.6,1.6,1.4,19.8,323.0,215.6,107.4,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0,16.0,24.0,-2.5,0,51.0,0
2020,6,6,1,2,0,0,8,8,1,Arizona Cardinals,Dallas Cowboys,0.6,0.4,25.6,20.4,25.6,395.4,254.4,25.2,36.2,1.6,1.2,1.6,141.0,29.6,1.6,1.4,22.0,346.6,222.4,124.2,0.6,0.0,1.0,0.0,1.0,5.0,0.0,32.6,36.0,29.4,488.0,381.4,32.2,47.2,2.0,0.8,2.2,106.6,25.2,1.8,2.2,24.2,404.4,248.6,155.8,0.6,0.0,1.0,5.0,0.0,0.0,4.0,1,38.0,10.0,1.0,1,55.5,0
2020,6,6,0,2,0,0,7,7,0,San Francisco 49ers,Los Angeles Rams,0.4,0.8,24.8,22.8,21.6,364.2,235.2,22.8,35.2,1.4,1.0,3.6,129.0,25.6,1.6,1.4,19.8,323.0,215.6,107.4,1.0,2.0,0.0,2.0,0.0,0.0,1.0,27.2,18.0,23.2,403.6,264.0,21.8,30.4,1.6,0.6,1.4,139.6,33.8,1.8,1.2,20.2,304.2,197.8,106.4,1.2,0.0,2.0,0.0,1.0,2.0,0.0,1,24.0,16.0,2.5,1,51.0,0
