season,week,game,day,time,tm_off_bye,opp_off_bye,tm_btwn_gms,opp_btwn_gms,h_or_a,team,opp,tm_winning%,opp_winning%,tm_off_score_avg,tm_def_score_avg,tm_off_1stdwn_avg,tm_off_totyd_avg,tm_off_passy_avg,tm_cmp_avg,tm_pass_att_avg,tm_pass_td_avg,tm_pass_int_avg,tm_sacked_avg,tm_off_rushy_avg,tm_rush_att_avg,tm_rush_td_avg,tm_off_to_avg,tm_def_1std_avg,tm_def_totyd_avg,tm_def_passy_avg,tm_def_rushy_avg,tm_def_to_avg,tm_losing_streak,tm_winning_streak,tm_not_cover_streak,tm_cover_streak,tm_under_streak,tm_over_streak,opp_off_score_avg,opp_def_score_avg,opp_off_1stdwn_avg,opp_off_totyd_avg,opp_off_passy_avg,opp_cmp_avg,opp_pass_att_avg,opp_pass_td_avg,opp_pass_int_avg,opp_sacked_avg,opp_off_rushy_avg,opp_rush_att_avg,opp_rush_td_avg,opp_off_to_avg,opp_def_1std_avg,opp_def_totyd_avg,opp_def_passy_avg,opp_def_rushy_avg,opp_def_to_avg,opp_losing_streak,opp_winning_streak,opp_not_cover_streak,opp_cover_streak,opp_under_streak,opp_over_streak,result,team_score,opp_score,spread,spread_outcome,over/under,ou_result
2020,3,3,1,2,0,0,8,8,0,Baltimore Ravens,Kansas City Chiefs,1.0,1.0,35.5,11.0,23.0,394.0,223.5,19.5,25.0,2.0,0.0,3.0,170.5,33.5,1.5,0.5,19.0,305.0,210.5,94.5,2.5,0.0,2.0,0.0,2.0,2.0,0.0,28.5,20.0,25.5,391.5,246.0,25.5,39.5,2.5,0.0,1.0,145.5,28.0,0.5,0.0,24.5,419.5,269.0,150.5,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0,20.0,34.0,-3.5,0,55.0,0
2020,3,3,0,0,0,0,10,7,1,Cincinnati Bengals,Philadelphia Eagles,0.0,0.0,21.5,25.5,24.5,324.0,229.0,30.0,48.5,1.5,0.5,3.0,95.0,26.0,0.5,1.5,21.0,398.0,213.0,185.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,18.0,32.0,22.0,314.0,225.0,25.0,42.5,1.0,2.0,4.0,89.0,21.5,1.0,3.0,24.0,344.0,208.5,135.5,0.5,2.0,0.0,2.0,0.0,0.0,2.0,2,23.0,23.0,5.5,1,46.5,0
2020,3,3,1,2,0,0,8,8,1,Kansas City Chiefs,Baltimore Ravens,1.0,1.0,28.5,20.0,25.5,391.5,246.0,25.5,39.5,2.5,0.0,1.0,145.5,28.0,0.5,0.0,24.5,419.5,269.0,150.5,1.0,0.0,2.0,1.0,0.0,1.0,0.0,35.5,11.0,23.0,394.0,223.5,19.5,25.0,2.0,0.0,3.0,170.5,33.5,1.5,0.5,19.0,305.0,210.5,94.5,2.5,0.0,2.0,0.0,2.0,2.0,0.0,1,34.0,20.0,3.5,1,55.0,0
2020,3,3,0,1,0,0,7,7,0,Denver Broncos,Tampa Bay Buccaneers,0.0,0.5,17.5,21.0,21.0,321.0,215.5,20.5,36.0,1.5,0.5,3.5,105.5,26.0,0.5,1.5,22.5,393.5,274.0,119.5,1.0,2.0,0.0,0.0,2.0,0.0,1.0,27.0,25.5,21.5,324.5,220.5,23.0,35.5,1.5,1.5,1.5,104.0,24.0,2.0,2.5,21.0,349.0,264.5,84.5,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0,10.0,28.0,6.0,0,42.5,0
2020,3,3,0,0,0,0,6,7,1,Las Vegas Raiders,New England Patriots,1.0,0.5,34.0,27.0,25.5,374.5,250.0,25.0,34.0,2.0,0.0,1.5,124.5,33.0,2.0,0.5,24.0,406.0,285.5,120.5,0.5,0.0,2.0,0.0,2.0,0.0,2.0,25.5,23.0,29.0,410.5,268.5,22.5,31.5,0.5,0.5,1.5,142.0,33.5,2.5,1.0,21.0,349.0,228.5,120.5,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0,20.0,36.0,7.0,0,47.0,1
2020,3,3,0,1,0,0,7,7,0,Los Angeles Chargers,Carolina Panthers,0.5,0.0,18.0,18.0,23.5,420.5,251.5,19.0,31.5,0.5,0.5,2.0,169.0,41.5,1.0,0.5,21.0,354.5,231.0,123.5,1.0,1.0,0.0,0.0,2.0,2.0,0.0,23.5,32.5,23.0,407.5,299.5,27.5,38.0,0.5,1.0,3.0,108.0,27.0,2.0,2.0,21.5,355.5,228.0,127.5,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0,16.0,21.0,-6.0,0,43.5,0
2020,3,3,0,0,0,0,7,7,0,New York Giants,San Francisco 49ers,0.0,0.5,14.5,21.5,21.0,293.0,241.0,25.5,40.5,1.0,1.5,3.5,52.0,19.0,0.5,2.0,18.5,326.5,188.5,138.0,1.5,2.0,0.0,0.0,1.0,2.0,0.0,25.5,18.5,17.5,362.5,210.0,20.5,30.0,2.0,0.5,3.0,152.5,27.0,1.0,0.5,23.0,340.5,198.5,142.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0,9.0,36.0,3.0,0,44.0,1
2020,3,3,0,0,0,0,7,10,1,Washington Football Team,Cleveland Browns,0.5,0.5,21.0,23.5,18.5,277.5,179.0,18.0,32.0,1.0,0.0,3.5,98.5,29.5,1.5,1.0,20.5,351.5,243.0,108.5,2.0,1.0,0.0,1.0,0.0,1.0,0.0,20.5,34.0,21.5,370.0,193.5,18.5,31.0,1.5,1.0,1.0,176.5,31.0,1.5,2.0,26.5,367.0,277.5,89.5,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,20.0,34.0,7.5,0,45.0,1
2020,3,3,0,1,0,0,7,7,1,Dallas Cowboys,Seattle Seahawks,0.5,1.0,28.5,29.5,28.5,475.0,344.5,29.5,44.0,1.0,0.0,2.0,130.5,29.0,2.5,1.5,22.5,401.0,268.0,133.0,0.5,0.0,1.0,2.0,0.0,0.0,1.0,36.5,27.5,22.0,406.0,287.0,26.0,31.5,4.5,0.5,2.5,119.0,25.0,0.5,0.5,28.5,485.0,415.5,69.5,1.5,0.0,2.0,0.0,2.0,0.0,2.0,0,31.0,38.0,5.5,0,58.0,1
2020,3,3,0,0,0,0,7,10,0,Philadelphia Eagles,Cincinnati Bengals,0.0,0.0,18.0,32.0,22.0,314.0,225.0,25.0,42.5,1.0,2.0,4.0,89.0,21.5,1.0,3.0,24.0,344.0,208.5,135.5,0.5,2.0,0.0,2.0,0.0,0.0,2.0,21.5,25.5,24.5,324.0,229.0,30.0,48.5,1.5,0.5,3.0,95.0,26.0,0.5,1.5,21.0,398.0,213.0,185.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,2,23.0,23.0,-5.5,0,46.5,0
2020,3,3,0,2,0,0,6,7,0,New Orleans Saints,Green Bay Packers,0.5,1.0,29.0,28.5,22.0,347.5,250.5,22.5,34.5,1.5,0.5,0.5,97.0,26.5,1.5,0.5,25.5,343.5,242.5,101.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,42.5,27.5,28.5,505.0,296.5,25.0,37.0,3.0,0.0,0.5,208.5,33.5,1.5,0.0,22.0,344.5,233.0,111.5,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0,30.0,37.0,-3.5,0,52.0,1
2020,3,3,0,1,0,0,7,7,1,Tampa Bay Buccaneers,Denver Broncos,0.5,0.0,27.0,25.5,21.5,324.5,220.5,23.0,35.5,1.5,1.5,1.5,104.0,24.0,2.0,2.5,21.0,349.0,264.5,84.5,2.0,0.0,1.0,0.0,1.0,0.0,2.0,17.5,21.0,21.0,321.0,215.5,20.5,36.0,1.5,0.5,3.5,105.5,26.0,0.5,1.5,22.5,393.5,274.0,119.5,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1,28.0,10.0,-6.0,1,42.5,0
2020,3,3,0,0,0,0,7,7,0,Atlanta Falcons,Chicago Bears,0.0,1.0,32.0,39.0,25.0,443.0,350.5,30.5,45.5,3.0,0.5,1.5,92.5,27.5,0.5,1.0,27.5,476.5,372.0,104.5,1.5,2.0,0.0,0.0,1.0,0.0,2.0,22.0,18.0,22.0,333.5,191.5,19.0,32.0,2.5,1.0,2.5,142.0,30.0,0.0,1.0,23.5,360.5,254.0,106.5,1.5,0.0,2.0,1.0,0.0,1.0,0.0,0,26.0,30.0,-2.5,0,46.0,1
2020,3,3,0,1,0,0,7,7,1,Carolina Panthers,Los Angeles Chargers,0.0,0.5,23.5,32.5,23.0,407.5,299.5,27.5,38.0,0.5,1.0,3.0,108.0,27.0,2.0,2.0,21.5,355.5,228.0,127.5,1.0,2.0,0.0,2.0,0.0,0.0,2.0,18.0,18.0,23.5,420.5,251.5,19.0,31.5,0.5,0.5,2.0,169.0,41.5,1.0,0.5,21.0,354.5,231.0,123.5,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1,21.0,16.0,6.0,1,43.5,0
2020,3,3,0,2,0,0,7,6,1,Green Bay Packers,New Orleans Saints,1.0,0.5,42.5,27.5,28.5,505.0,296.5,25.0,37.0,3.0,0.0,0.5,208.5,33.5,1.5,0.0,22.0,344.5,233.0,111.5,1.0,0.0,2.0,0.0,2.0,0.0,2.0,29.0,28.5,22.0,347.5,250.5,22.5,34.5,1.5,0.5,0.5,97.0,26.5,1.5,0.5,25.5,343.5,242.5,101.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1,37.0,30.0,3.5,1,52.0,1
2020,3,3,0,0,0,0,7,7,0,Minnesota Vikings,Tennessee Titans,0.0,1.0,22.5,35.5,18.5,278.5,171.5,15.0,25.5,1.0,2.0,2.5,107.0,20.0,1.5,2.0,27.5,438.0,283.5,154.5,0.5,2.0,0.0,2.0,0.0,1.0,0.0,24.5,22.0,24.5,365.5,239.0,23.5,33.5,3.0,0.0,1.0,126.5,34.0,0.0,0.0,24.5,401.5,265.5,136.0,1.5,0.0,2.0,2.0,0.0,0.0,1.0,0,30.0,31.0,3.0,1,49.5,1
2020,3,3,0,0,0,0,7,7,1,Chicago Bears,Atlanta Falcons,1.0,0.0,22.0,18.0,22.0,333.5,191.5,19.0,32.0,2.5,1.0,2.5,142.0,30.0,0.0,1.0,23.5,360.5,254.0,106.5,1.5,0.0,2.0,1.0,0.0,1.0,0.0,32.0,39.0,25.0,443.0,350.5,30.5,45.5,3.0,0.5,1.5,92.5,27.5,0.5,1.0,27.5,476.5,372.0,104.5,1.5,2.0,0.0,0.0,1.0,0.0,2.0,1,30.0,26.0,2.5,1,46.0,1
2020,3,3,0,1,0,0,7,7,1,Detroit Lions,Arizona Cardinals,0.0,1.0,22.0,34.5,22.0,366.5,253.0,22.0,37.5,1.5,1.0,2.5,113.5,25.0,1.0,1.0,26.0,425.5,221.5,204.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,27.0,17.5,25.5,421.0,251.0,26.0,39.0,1.0,1.0,2.5,170.0,34.0,2.0,1.0,18.5,341.0,221.0,120.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1,26.0,23.0,4.5,1,55.5,0
2020,3,3,0,0,0,0,7,7,1,Los Angeles Rams,Buffalo Bills,1.0,1.0,28.5,18.0,26.5,435.5,263.5,20.0,29.0,1.5,0.5,1.0,172.0,39.5,2.0,1.0,24.5,371.5,243.0,128.5,1.5,0.0,2.0,0.0,2.0,0.0,1.0,29.0,22.5,27.0,463.5,358.5,28.5,40.5,3.0,0.0,2.0,105.0,27.5,0.5,1.5,21.5,332.0,256.5,75.5,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0,32.0,35.0,1.5,0,46.5,1
2020,3,3,0,1,0,0,7,7,0,Seattle Seahawks,Dallas Cowboys,1.0,0.5,36.5,27.5,22.0,406.0,287.0,26.0,31.5,4.5,0.5,2.5,119.0,25.0,0.5,0.5,28.5,485.0,415.5,69.5,1.5,0.0,2.0,0.0,2.0,0.0,2.0,28.5,29.5,28.5,475.0,344.5,29.5,44.0,1.0,0.0,2.0,130.5,29.0,2.5,1.5,22.5,401.0,268.0,133.0,0.5,0.0,1.0,2.0,0.0,0.0,1.0,1,38.0,31.0,-5.5,1,58.0,1
2020,3,3,0,1,0,0,7,7,0,Arizona Cardinals,Detroit Lions,1.0,0.0,27.0,17.5,25.5,421.0,251.0,26.0,39.0,1.0,1.0,2.5,170.0,34.0,2.0,1.0,18.5,341.0,221.0,120.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,22.0,34.5,22.0,366.5,253.0,22.0,37.5,1.5,1.0,2.5,113.5,25.0,1.0,1.0,26.0,425.5,221.5,204.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0,23.0,26.0,-4.5,0,55.5,0
2020,3,3,0,0,0,0,7,7,1,San Francisco 49ers,New York Giants,0.5,0.0,25.5,18.5,17.5,362.5,210.0,20.5,30.0,2.0,0.5,3.0,152.5,27.0,1.0,0.5,23.0,340.5,198.5,142.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,14.5,21.5,21.0,293.0,241.0,25.5,40.5,1.0,1.5,3.5,52.0,19.0,0.5,2.0,18.5,326.5,188.5,138.0,1.5,2.0,0.0,0.0,1.0,2.0,0.0,1,36.0,9.0,-3.0,1,44.0,1
