season,week,game,day,time,tm_off_bye,opp_off_bye,tm_btwn_gms,opp_btwn_gms,h_or_a,team,opp,tm_winning%,opp_winning%,tm_off_score_avg,tm_def_score_avg,tm_off_1stdwn_avg,tm_off_totyd_avg,tm_off_passy_avg,tm_cmp_avg,tm_pass_att_avg,tm_pass_td_avg,tm_pass_int_avg,tm_sacked_avg,tm_off_rushy_avg,tm_rush_att_avg,tm_rush_td_avg,tm_off_to_avg,tm_def_1std_avg,tm_def_totyd_avg,tm_def_passy_avg,tm_def_rushy_avg,tm_def_to_avg,tm_losing_streak,tm_winning_streak,tm_not_cover_streak,tm_cover_streak,tm_under_streak,tm_over_streak,opp_off_score_avg,opp_def_score_avg,opp_off_1stdwn_avg,opp_off_totyd_avg,opp_off_passy_avg,opp_cmp_avg,opp_pass_att_avg,opp_pass_td_avg,opp_pass_int_avg,opp_sacked_avg,opp_off_rushy_avg,opp_rush_att_avg,opp_rush_td_avg,opp_off_to_avg,opp_def_1std_avg,opp_def_totyd_avg,opp_def_passy_avg,opp_def_rushy_avg,opp_def_to_avg,opp_losing_streak,opp_winning_streak,opp_not_cover_streak,opp_cover_streak,opp_under_streak,opp_over_streak,result,team_score,opp_score,spread,spread_outcome,over/under,ou_result
2020,2,2,0,1,0,0,7,10,1,Baltimore Ravens,Houston Texans,1,0,38,6,23,381,270,21,26,3,0,2,111,30,2,1,20,306,168,138,3,0,1,0,1,1,0,20,34,21,360,242,20,32,1,1,4,118,22,2,1,28,369,203,166,0,1,0,1,0,0,1,1,33,16,-7.5,1,49.5,0
2020,2,2,4,2,0,0,4,4,1,Cincinnati Bengals,Cleveland Browns,0,0,13,16,19,295,173,23,36,0,1,3,122,28,1,2,19,362,207,155,0,1,0,1,0,1,0,6,38,20,306,168,21,39,1,1,2,138,27,0,3,23,381,270,111,1,1,0,1,0,1,0,0,30,35,6,1,44.5,1
2020,2,2,0,1,0,0,10,7,1,Kansas City Chiefs,Los Angeles Chargers,1,1,34,20,28,369,203,24,32,3,0,1,166,34,1,0,21,360,242,118,1,0,1,0,1,0,1,16,13,19,362,207,16,30,0,0,2,155,39,1,0,19,295,173,122,2,0,1,0,1,1,0,1,23,20,-8.5,0,47,0
2020,2,2,0,0,0,0,6,6,1,Denver Broncos,Pittsburgh Steelers,0,1,14,16,19,323,216,22,33,1,0,0,107,26,1,1,26,377,247,130,0,1,0,0,1,1,0,26,16,19,349,208,21,32,3,0,2,141,30,0,1,20,291,262,29,2,0,1,0,1,1,0,0,21,26,6,1,41,1
2020,2,2,1,2,0,0,8,8,0,Las Vegas Raiders,New Orleans Saints,1,1,34,30,23,372,239,22,30,1,0,0,133,31,3,0,22,388,259,129,0,0,1,0,1,0,1,34,23,18,271,189,19,31,2,0,1,82,34,1,0,23,310,224,86,3,0,1,0,1,0,1,1,34,24,4,1,47.5,1
2020,2,2,0,1,0,0,7,10,0,Los Angeles Chargers,Kansas City Chiefs,1,1,16,13,19,362,207,16,30,0,0,2,155,39,1,0,19,295,173,122,2,0,1,0,1,1,0,34,20,28,369,203,24,32,3,0,1,166,34,1,0,21,360,242,118,1,0,1,0,1,0,1,0,20,23,8.5,1,47,0
2020,2,2,0,0,0,0,6,7,1,New York Giants,Chicago Bears,0,1,16,26,20,291,262,26,41,2,2,3,29,20,0,2,19,349,208,141,1,1,0,1,0,1,0,27,23,26,363,214,20,36,3,0,1,149,28,0,0,25,426,288,138,1,0,1,0,1,0,1,0,13,17,4.5,1,42.5,0
2020,2,2,0,1,0,0,7,7,1,Washington Football Team,Arizona Cardinals,1,1,27,17,18,239,159,17,31,1,0,3,80,36,2,0,19,265,208,57,3,0,1,0,1,0,1,24,20,29,404,224,26,40,1,1,2,180,36,2,1,18,366,243,123,0,0,1,0,1,1,0,0,15,30,7.5,0,46.5,0
2020,2,2,0,0,0,0,7,7,0,Dallas Cowboys,Atlanta Falcons,0,0,17,20,24,380,244,25,39,1,0,3,136,27,1,0,23,422,269,153,1,1,0,1,0,1,0,25,38,28,506,434,37,54,2,1,2,72,21,1,2,22,383,299,84,0,1,0,1,0,0,1,1,40,39,-3,0,53,1
2020,2,2,0,0,0,0,7,7,0,Philadelphia Eagles,Los Angeles Rams,0,1,17,27,19,265,208,24,42,2,2,8,57,17,0,3,18,239,159,80,0,1,0,1,0,0,1,20,17,23,422,269,20,31,0,1,1,153,40,2,1,24,380,244,136,0,0,1,0,1,1,0,0,19,37,-2,0,46,1
2020,2,2,1,2,0,0,8,8,1,New Orleans Saints,Las Vegas Raiders,1,1,34,23,18,271,189,19,31,2,0,1,82,34,1,0,23,310,224,86,3,0,1,0,1,0,1,34,30,23,372,239,22,30,1,0,0,133,31,3,0,22,388,259,129,0,0,1,0,1,0,1,0,24,34,-4,0,47.5,1
2020,2,2,0,0,0,0,7,7,0,Tampa Bay Buccaneers,Carolina Panthers,0,0,23,34,23,310,224,23,36,2,2,3,86,26,1,3,18,271,189,82,0,1,0,1,0,0,1,30,34,22,388,259,22,34,1,0,1,129,30,2,0,23,372,239,133,0,1,0,1,0,0,1,1,31,17,-7.5,1,47,1
2020,2,2,0,0,0,0,7,7,1,Atlanta Falcons,Dallas Cowboys,0,0,25,38,28,506,434,37,54,2,1,2,72,21,1,2,22,383,299,84,0,1,0,1,0,0,1,17,20,24,380,244,25,39,1,0,3,136,27,1,0,23,422,269,153,1,1,0,1,0,1,0,0,39,40,3,1,53,1
2020,2,2,0,0,0,0,7,7,1,Carolina Panthers,Tampa Bay Buccaneers,0,0,30,34,22,388,259,22,34,1,0,1,129,30,2,0,23,372,239,133,0,1,0,1,0,0,1,23,34,23,310,224,23,36,2,2,3,86,26,1,3,18,271,189,82,0,1,0,1,0,0,1,0,17,31,7.5,0,47,1
2020,2,2,0,0,0,0,7,7,0,Green Bay Packers,Detroit Lions,1,0,43,34,31,522,364,32,44,4,0,0,158,32,1,0,25,382,248,134,1,0,1,0,1,0,1,23,27,25,426,288,24,42,1,1,1,138,29,1,1,26,363,214,149,0,1,0,1,0,0,1,1,42,21,-7,1,51,1
2020,2,2,0,0,0,0,7,7,1,Minnesota Vikings,Indianapolis Colts,0,0,34,43,25,382,248,19,25,2,1,2,134,22,2,1,31,522,364,158,0,1,0,1,0,0,1,20,27,27,445,357,36,46,1,2,1,88,22,1,2,17,241,150,91,0,1,0,1,0,0,1,0,11,28,3.5,0,49,0
2020,2,2,0,0,0,0,7,6,0,Chicago Bears,New York Giants,1,0,27,23,26,363,214,20,36,3,0,1,149,28,0,0,25,426,288,138,1,0,1,0,1,0,1,16,26,20,291,262,26,41,2,2,3,29,20,0,2,19,349,208,141,1,1,0,1,0,1,0,1,17,13,-4.5,0,42.5,0
2020,2,2,0,0,0,0,7,7,1,Detroit Lions,Green Bay Packers,0,1,23,27,25,426,288,24,42,1,1,1,138,29,1,1,26,363,214,149,0,1,0,1,0,0,1,43,34,31,522,364,32,44,4,0,0,158,32,1,0,25,382,248,134,1,0,1,0,1,0,1,0,21,42,7,0,51,1
2020,2,2,0,0,0,0,7,7,1,Los Angeles Rams,Philadelphia Eagles,1,0,20,17,23,422,269,20,31,0,1,1,153,40,2,1,24,380,244,136,0,0,1,0,1,1,0,17,27,19,265,208,24,42,2,2,8,57,17,0,3,18,239,159,80,0,1,0,1,0,0,1,1,37,19,2,1,46,1
2020,2,2,0,2,0,0,7,7,0,Seattle Seahawks,New England Patriots,1,1,38,25,22,383,299,31,35,4,0,3,84,20,1,0,28,506,434,72,2,0,1,0,1,0,1,21,11,29,357,140,15,19,0,0,2,217,42,3,1,20,269,182,87,3,0,1,0,1,1,0,1,35,30,-4,1,45,1
2020,2,2,0,1,0,0,7,7,0,Arizona Cardinals,Washington Football Team,1,1,24,20,29,404,224,26,40,1,1,2,180,36,2,1,18,366,243,123,0,0,1,0,1,1,0,27,17,18,239,159,17,31,1,0,3,80,36,2,0,19,265,208,57,3,0,1,0,1,0,1,1,30,15,-7.5,1,46.5,0
2020,2,2,0,0,0,0,7,7,1,San Francisco 49ers,New York Jets,0,0,20,24,18,366,243,19,33,2,0,3,123,25,0,0,29,404,224,180,1,1,0,1,0,1,0,17,27,15,254,202,21,35,1,1,3,52,15,1,2,31,404,306,98,2,1,0,1,0,0,1,1,31,13,-7,1,41.5,1
