season,week,game,day,time,tm_off_bye,opp_off_bye,tm_btwn_gms,opp_btwn_gms,h_or_a,team,opp,tm_winning%,opp_winning%,tm_off_score_avg,tm_def_score_avg,tm_off_1stdwn_avg,tm_off_totyd_avg,tm_off_passy_avg,tm_cmp_avg,tm_pass_att_avg,tm_pass_td_avg,tm_pass_int_avg,tm_sacked_avg,tm_off_rushy_avg,tm_rush_att_avg,tm_rush_td_avg,tm_off_to_avg,tm_def_1std_avg,tm_def_totyd_avg,tm_def_passy_avg,tm_def_rushy_avg,tm_def_to_avg,tm_losing_streak,tm_winning_streak,tm_not_cover_streak,tm_cover_streak,tm_under_streak,tm_over_streak,opp_off_score_avg,opp_def_score_avg,opp_off_1stdwn_avg,opp_off_totyd_avg,opp_off_passy_avg,opp_cmp_avg,opp_pass_att_avg,opp_pass_td_avg,opp_pass_int_avg,opp_sacked_avg,opp_off_rushy_avg,opp_rush_att_avg,opp_rush_td_avg,opp_off_to_avg,opp_def_1std_avg,opp_def_totyd_avg,opp_def_passy_avg,opp_def_rushy_avg,opp_def_to_avg,opp_losing_streak,opp_winning_streak,opp_not_cover_streak,opp_cover_streak,opp_under_streak,opp_over_streak,result,team_score,opp_score,spread,spread_outcome,over/under,ou_result
2020,12,11,0,0,0,0,7,7,1,Las Vegas Raiders,Atlanta Falcons,0.6,0.3,28.6,27.6,22.4,369.4,235.2,21.9,31.4,1.9,0.3,1.4,134.2,30.8,1.3,1.0,24.0,385.8,273.6,112.2,1.1,1.0,0.0,0.0,4.0,0.0,1.0,25.2,27.5,23.2,381.9,280.6,25.5,38.9,1.5,0.7,2.7,101.3,27.4,1.1,1.0,23.0,406.6,300.3,106.3,1.1,1.0,0.0,1.0,0.0,1.0,0.0,0,6.0,43.0,-3.5,0,53.0,0
2020,12,11,0,0,0,1,7,14,1,Los Angeles Chargers,Buffalo Bills,0.3,0.7,26.0,27.3,23.7,400.9,279.6,25.5,38.2,2.2,0.6,2.1,121.3,31.7,0.7,1.2,19.2,344.0,228.7,115.3,0.9,0.0,1.0,4.0,0.0,0.0,7.0,27.2,26.5,23.8,376.5,278.9,25.3,37.0,2.2,0.7,2.0,97.6,24.7,0.9,1.3,23.2,373.7,238.7,135.0,1.6,1.0,0.0,0.0,2.0,0.0,3.0,0,17.0,27.0,4.5,0,51.5,0
2020,12,11,0,0,1,0,14,7,1,New York Giants,Cincinnati Bengals,0.3,0.25,19.5,23.6,19.5,306.6,196.1,21.3,33.5,0.8,0.9,3.1,110.5,24.8,0.9,1.5,22.4,358.6,257.7,100.9,1.5,0.0,2.0,0.0,4.0,2.0,0.0,21.3,27.0,22.7,349.1,247.2,26.8,41.5,1.3,0.6,3.6,101.9,25.6,0.9,1.4,22.6,390.9,254.7,136.2,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1,19.0,17.0,-6.5,0,45.0,0
2020,12,11,4,1,0,0,4,4,1,Washington Football Team,Dallas Cowboys,0.3,0.3,20.0,22.7,20.8,324.0,224.9,23.7,36.2,1.0,0.8,3.2,99.1,24.9,1.3,1.7,18.7,315.8,195.4,120.4,1.1,0.0,1.0,0.0,1.0,1.0,0.0,23.5,31.8,25.0,393.1,276.1,27.0,42.2,1.5,0.9,2.7,117.0,27.6,1.0,2.1,22.6,386.4,232.6,153.8,0.9,0.0,1.0,0.0,2.0,0.0,1.0,1,41.0,16.0,2.5,1,46.0,1
2020,12,11,4,1,0,0,4,4,0,Dallas Cowboys,Washington Football Team,0.3,0.3,23.5,31.8,25.0,393.1,276.1,27.0,42.2,1.5,0.9,2.7,117.0,27.6,1.0,2.1,22.6,386.4,232.6,153.8,0.9,0.0,1.0,0.0,2.0,0.0,1.0,20.0,22.7,20.8,324.0,224.9,23.7,36.2,1.0,0.8,3.2,99.1,24.9,1.3,1.7,18.7,315.8,195.4,120.4,1.1,0.0,1.0,0.0,1.0,1.0,0.0,0,16.0,41.0,-2.5,0,46.0,1
2020,12,11,1,2,0,0,8,11,0,Philadelphia Eagles,Seattle Seahawks,0.35,0.7,22.0,25.4,21.4,330.1,209.0,22.2,37.9,1.4,1.4,4.0,121.1,24.1,1.0,2.0,21.6,342.7,209.3,133.4,1.1,2.0,0.0,2.0,0.0,4.0,0.0,31.8,28.7,23.5,400.0,278.7,25.6,36.2,3.0,1.0,3.3,121.3,24.6,1.0,1.4,27.0,434.9,343.7,91.2,1.5,0.0,1.0,0.0,1.0,2.0,0.0,0,17.0,23.0,6.5,1,50.0,0
2020,12,11,0,1,0,0,7,7,1,New Orleans Saints,Denver Broncos,0.8,0.4,29.5,22.2,23.4,373.4,248.1,24.8,33.7,1.8,0.3,1.6,125.3,30.2,1.5,1.0,19.6,302.2,227.9,74.3,1.5,0.0,7.0,0.0,3.0,3.0,0.0,20.6,26.7,19.4,346.5,231.7,21.1,37.2,1.2,1.7,2.3,114.8,25.8,0.9,2.3,20.0,346.3,224.8,121.5,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1,31.0,3.0,-17.0,1,36.5,0
2020,12,12,0,1,0,0,6,7,0,Tampa Bay Buccaneers,Kansas City Chiefs,0.636,0.9,29.09090909090909,23.0,22.0,357.8181818181818,259.54545454545456,25.45454545454545,39.45454545454545,2.272727272727273,0.8181818181818182,1.3636363636363635,98.27272727272728,24.0,1.0,1.2727272727272727,18.727272727272727,310.54545454545456,237.54545454545453,73.0,1.7272727272727273,1.0,0.0,1.0,0.0,0.0,2.0,32.1,21.4,24.9,414.1,300.4,26.1,38.2,2.7,0.2,1.3,113.7,25.8,1.0,0.7,22.0,355.1,221.6,133.5,1.5,0.0,5.0,2.0,0.0,0.0,2.0,0,24.0,27.0,3.5,1,56.0,0
2020,12,11,0,0,0,0,7,7,0,Atlanta Falcons,Las Vegas Raiders,0.3,0.6,25.2,27.5,23.2,381.9,280.6,25.5,38.9,1.5,0.7,2.7,101.3,27.4,1.1,1.0,23.0,406.6,300.3,106.3,1.1,1.0,0.0,1.0,0.0,1.0,0.0,28.6,27.6,22.4,369.4,235.2,21.9,31.4,1.9,0.3,1.4,134.2,30.8,1.3,1.0,24.0,385.8,273.6,112.2,1.1,1.0,0.0,0.0,4.0,0.0,1.0,1,43.0,6.0,3.5,1,53.0,0
2020,12,12,0,0,0,0,7,7,1,Carolina Panthers,Minnesota Vikings,0.364,0.4,23.0,24.72727272727273,21.454545454545453,353.09090909090907,246.72727272727272,24.181818181818183,34.0,1.2727272727272727,0.8181818181818182,2.0,106.36363636363636,25.09090909090909,1.181818181818182,1.0909090909090908,22.818181818181817,362.27272727272725,245.45454545454547,116.8181818181818,1.2727272727272727,0.0,1.0,0.0,1.0,1.0,0.0,26.4,27.8,21.8,387.1,236.4,18.4,27.5,2.0,1.1,1.9,150.7,29.7,1.4,1.6,22.8,382.8,260.7,122.1,1.2,1.0,0.0,1.0,0.0,0.0,1.0,0,27.0,28.0,3.0,1,50.0,1
2020,12,11,0,2,0,1,7,13,0,Green Bay Packers,Chicago Bears,0.7,0.5,30.8,25.8,22.0,392.9,277.0,24.0,35.2,2.9,0.4,1.2,115.9,26.5,0.8,0.9,20.6,344.3,230.6,113.7,0.9,1.0,0.0,2.0,0.0,0.0,1.0,19.1,20.9,18.8,300.9,222.7,25.4,40.2,1.6,1.1,2.5,78.2,21.7,0.2,1.4,20.5,340.1,225.0,115.1,1.1,4.0,0.0,2.0,0.0,2.0,0.0,1,41.0,25.0,-7.5,1,44.0,1
2020,12,11,0,0,0,0,7,7,0,Minnesota Vikings,Carolina Panthers,0.4,0.364,26.4,27.8,21.8,387.1,236.4,18.4,27.5,2.0,1.1,1.9,150.7,29.7,1.4,1.6,22.8,382.8,260.7,122.1,1.2,1.0,0.0,1.0,0.0,0.0,1.0,23.0,24.72727272727273,21.454545454545453,353.09090909090907,246.72727272727272,24.181818181818183,34.0,1.2727272727272727,0.8181818181818182,2.0,106.36363636363636,25.09090909090909,1.181818181818182,1.0909090909090908,22.818181818181817,362.27272727272725,245.45454545454547,116.8181818181818,1.2727272727272727,0.0,1.0,0.0,1.0,1.0,0.0,1,28.0,27.0,-3.0,0,50.0,1
2020,12,11,0,2,1,0,13,7,1,Chicago Bears,Green Bay Packers,0.5,0.7,19.1,20.9,18.8,300.9,222.7,25.4,40.2,1.6,1.1,2.5,78.2,21.7,0.2,1.4,20.5,340.1,225.0,115.1,1.1,4.0,0.0,2.0,0.0,2.0,0.0,30.8,25.8,22.0,392.9,277.0,24.0,35.2,2.9,0.4,1.2,115.9,26.5,0.8,0.9,20.6,344.3,230.6,113.7,0.9,1.0,0.0,2.0,0.0,0.0,1.0,0,25.0,41.0,7.5,0,44.0,1
2020,12,11,4,0,0,0,4,4,0,Detroit Lions,Houston Texans,0.4,0.3,22.7,28.7,21.1,342.9,247.5,22.4,35.7,1.8,0.8,2.7,95.4,23.7,0.7,1.0,25.3,397.4,258.4,139.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,22.7,27.2,19.7,358.9,274.3,23.3,33.9,2.0,0.5,2.6,84.6,22.0,0.6,0.9,23.9,411.7,252.4,159.3,0.5,0.0,1.0,0.0,2.0,2.0,0.0,0,25.0,41.0,3.0,0,52.5,1
2020,12,11,0,1,0,1,6,14,0,Los Angeles Rams,San Francisco 49ers,0.7,0.4,24.3,19.2,23.4,397.3,272.8,25.2,37.2,1.6,0.8,1.3,124.5,30.0,1.4,1.5,18.7,291.9,200.6,91.3,1.5,0.0,2.0,0.0,2.0,0.0,1.0,23.8,23.4,22.0,364.7,252.7,23.2,34.9,1.4,1.1,2.5,112.0,26.6,1.5,1.7,19.8,315.9,208.9,107.0,1.2,3.0,0.0,3.0,0.0,1.0,0.0,0,20.0,23.0,-5.0,0,45.0,0
2020,12,11,1,2,0,0,11,8,1,Seattle Seahawks,Philadelphia Eagles,0.7,0.35,31.8,28.7,23.5,400.0,278.7,25.6,36.2,3.0,1.0,3.3,121.3,24.6,1.0,1.4,27.0,434.9,343.7,91.2,1.5,0.0,1.0,0.0,1.0,2.0,0.0,22.0,25.4,21.4,330.1,209.0,22.2,37.9,1.4,1.4,4.0,121.1,24.1,1.0,2.0,21.6,342.7,209.3,133.4,1.1,2.0,0.0,2.0,0.0,4.0,0.0,1,23.0,17.0,-6.5,0,50.0,0
2020,12,11,0,0,0,0,10,7,1,Arizona Cardinals,New England Patriots,0.6,0.4,28.7,23.8,25.7,414.3,256.6,24.1,35.3,1.9,0.8,1.6,157.7,30.6,1.6,1.2,23.8,367.7,243.0,124.7,1.2,1.0,0.0,3.0,0.0,1.0,0.0,20.9,23.8,23.2,363.8,210.2,19.8,29.8,0.6,1.1,1.8,153.6,32.5,1.5,1.5,20.4,357.9,236.1,121.8,1.5,1.0,0.0,1.0,0.0,2.0,0.0,0,17.0,20.0,-1.0,0,51.0,0
2020,12,11,0,1,1,0,14,6,1,San Francisco 49ers,Los Angeles Rams,0.4,0.7,23.8,23.4,22.0,364.7,252.7,23.2,34.9,1.4,1.1,2.5,112.0,26.6,1.5,1.7,19.8,315.9,208.9,107.0,1.2,3.0,0.0,3.0,0.0,1.0,0.0,24.3,19.2,23.4,397.3,272.8,25.2,37.2,1.6,0.8,1.3,124.5,30.0,1.4,1.5,18.7,291.9,200.6,91.3,1.5,0.0,2.0,0.0,2.0,0.0,1.0,1,23.0,20.0,5.0,1,45.0,0
